,ESS_SoC,ESS_SoC_appr,SoC_EV1,SoC_EV1_appr,SoC_EV2,SoC_EV2_appr,SoC_EV3,SoC_EV3_appr,SoC_EV4,SoC_EV4_appr,SoC_EV5,SoC_EV5_appr,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,VAC_SoC,VAC_SoC_appr
10,70.0,70,0.6573975044563283,0.65,0.6573975044563283,0.65,0.6573975044563283,0.65,0.8748663101604279,0.875,0.8748663101604279,0.875,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,0.7443850267379681,75.0
11,80.0,80,0.5948306595365422,0.6,0.5948306595365422,0.6,0.5948306595365422,0.6,0.8122994652406419,0.8,0.8122994652406419,0.8,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,0.6818181818181821,67.5
12,80.0,80,0.5322638146167562,0.525,0.5322638146167562,0.525,0.5322638146167562,0.525,0.7497326203208559,0.75,0.7497326203208559,0.75,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,0.6192513368983961,62.5
13,90.0,90,0.4696969696969701,0.475,0.4696969696969701,0.475,0.4696969696969701,0.475,0.6871657754010698,0.675,0.6871657754010698,0.675,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,0.5566844919786099,55.0
14,90.0,90,0.40713012477718397,0.4,0.40713012477718397,0.4,0.40713012477718397,0.4,0.6245989304812838,0.625,0.6245989304812838,0.625,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,0.494117647058824,50.0
15,100.0,100,0.34456327985739793,0.35,0.34456327985739793,0.35,0.34456327985739793,0.35,0.5620320855614978,0.55,0.5620320855614978,0.55,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,0.43155080213903785,42.5
16,100.0,100,0.28199643493761184,0.275,0.28199643493761184,0.275,0.28199643493761184,0.275,0.4994652406417117,0.5,0.4994652406417117,0.5,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,0.3689839572192517,37.5
17,100.0,100,0.21942959001782567,0.225,0.21942959001782567,0.225,0.21942959001782567,0.225,0.4368983957219256,0.425,0.4368983957219256,0.425,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,0.3064171122994657,30.0
18,100.0,100,0.15686274509803966,0.15,0.15686274509803966,0.15,0.15686274509803966,0.15,0.3743315508021395,0.375,0.3743315508021395,0.375,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,0.2438502673796796,25.0
19,100.0,100,0.09429590017825357,0.1,0.09429590017825357,0.1,0.09429590017825357,0.1,0.3117647058823534,0.3,0.3117647058823534,0.3,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,0.18128342245989348,17.5
20,100.0,100,0.4281237933533278,0.425,0.4281237933533278,0.425,0.4281237933533278,0.425,0.9360228661197422,0.925,0.9360228661197422,0.925,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,0.6312834224598936,62.5
21,90.0,90,0.8024553441554668,0.8,0.8024553441554668,0.8,0.8024553441554668,0.8,1.0,1.0,1.0,1.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,0.8814732064932801,87.5
22,60.00000000000001,60,0.8024553441554668,0.8,0.8024553441554668,0.8,0.8024553441554668,0.8,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,0.8814732064932801,87.5
23,50.000000000000014,50,0.8857886774888002,0.875,0.8857886774888002,0.875,0.8857886774888002,0.875,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.9314732064932801,92.5
